id	jurisdiction	full_name
ohctapp7monroe	ST	Court of Appeals of Ohio, Seventh District, Monroe County
ohctapp7noble	ST	Court of Appeals of Ohio, Seventh District, Noble County
ohctapp8	ST	Court of Appeals of Ohio, Eighth District
ohctapp8cuyahog	ST	Court of Appeals of Ohio, Eighth District, Cuyahoga County
ohctapp9	ST	Court of Appeals of Ohio, Ninth District
ohctapp9lorain	ST	Court of Appeals of Ohio, Ninth District, Lorain County
ohctapp9medina	ST	Court of Appeals of Ohio, Ninth District, Medina County
ohctapp9summit	ST	Court of Appeals of Ohio, Ninth District, Summit County
ohctapp9wayne	ST	Court of Appeals of Ohio, Ninth District, Wayne County
ohctcompladams	ST	Adams County Court of Common Pleas
ohctcomplallen	ST	Allen County Court of Common Pleas
ohctcomplashlan	ST	Ashland County Court of Common Pleas
ohctcomplashtab	ST	Ashtabula County Court of Common Pleas
ohctcomplathens	ST	Athens County Court of Common Pleas
ohctcomplauglai	ST	Auglaize County Court of Common Pleas
ohctcomplbelmon	ST	Belmont County Court of Common Pleas
ohctcomplboss	ST	Boss County Court of Common Pleas
ohctcomplbrown	ST	Brown County Court of Common Pleas
ohctcomplbutler	ST	Butler County Court of Common Pleas
ohctcomplcarrol	ST	Carroll County Court of Common Pleas
ohctcomplchampa	ST	Champaign County Court of Common Pleas
ohctcomplclark	ST	Clark County Court of Common Pleas
ohctcomplclarke	ST	Clarke County Court of Common Pleas
ohctcomplclermo	ST	Clermont County Court of Common Pleas
ohctcomplclinto	ST	Clinton County Court of Common Pleas
ohctcomplcolumb	ST	Columbiana County Court of Common Pleas
ohctcomplcoshoc	ST	Coshocton County Court of Common Pleas
ohctcomplcrawfo	ST	Crawford County Court of Common Pleas
ohctcomplcuyaho	ST	Cuyahoga County Common Pleas Court
ohctcompldarke	ST	Darke County Court of Common Pleas
ohctcompldefian	ST	Defiance County Court of Common Pleas
ohctcompldelawa	ST	Delaware County Court of Common Pleas
ohctcomplerie	ST	Erie County Court of Common Pleas
ohctcomplfairfi	ST	Fairfield County Court of Common Pleas
ohctcomplfayett	ST	Fayette County Court of Common Pleas
ohctcomplfrankl	ST	Court of Common Pleas of Ohio, Franklin County, Civil Division
ohctcomplfulton	ST	Fulton County Court of Common Pleas
ohctcomplgalia	ST	Galia County Court of Common Pleas
ohctcomplgallia	ST	Gallia County Court of Common Pleas
ohctcomplgeauga	ST	Geauga County Court of Common Pleas
ohctcomplgreen	ST	Green County Court of Common Pleas
ohctcomplgreene	ST	Greene County Court of Common Pleas
ohctcomplguerns	ST	Guernsey County Court of Common Pleas
ohctcomplhamilt	ST	Court of Common Pleas of Ohio, Hamilton County
ohctcomplhancoc	ST	Hancock County Court of Common Pleas
ohctcomplhardin	ST	Hardin County Court of Common Pleas
ohctcomplharris	ST	Harrison County Court of Common Pleas
ohctcomplhenry	ST	Henry County Court of Common Pleas
ohctcomplhighla	ST	Highland County Court of Common Pleas
ohctcomplhockin	ST	Hocking County Court of Common Pleas
ohctcomplholmes	ST	Holmes County Court of Common Pleas
ohctcomplhuron	ST	Huron County Court of Common Pleas
ohctcompljackso	ST	Jackson County Court of Common Pleas
ohctcompljeffer	ST	Jefferson County Court of Common Pleas
ohctcomplknox	ST	Knox County Court of Common Pleas
ohctcompllake	ST	Lake County Court of Common Pleas
ohctcompllawren	ST	Lawrence County Common Pleas Court
ohctcompllickin	ST	Licking County Court of Common Pleas
ohctcompllogan	ST	Logan County Court of Common Pleas
ohctcompllorain	ST	Lorain County Court of Common Pleas
ohctcompllucas	ST	Lucas County Court of Common Pleas
ohctcomplmadiso	ST	Madison County Court of Common Pleas
ohctcomplmahoni	ST	Mahoning County Court of Common Pleas
ohctcomplmarion	ST	Marion County Court of Common Pleas
ohctcomplmedina	ST	Medina County Court of Common Pleas
ohctcomplmeigs	ST	Meigs County Court of Common Pleas
ohctcomplmercer	ST	Mercer County Court of Common Pleas
ohctcomplmiami	ST	Miami County Court of Common Pleas
ohctcomplmonroe	ST	Monroe County Court of Common Pleas
ohctcomplmontgo	ST	Montgomery County Court of Common Pleas
ohctcomplmorgan	ST	Morgan County Court of Common Pleas
ohctcomplmorrow	ST	Morrow County Court of Common Pleas
ohctcomplmuskin	ST	Muskingum County Court of Common Pleas
ohctcomplnoble	ST	Noble County Court of Common Pleas
ohctcomplottawa	ST	Ottawa County Court of Common Pleas
ohctcomplpauldi	ST	Paulding County Court of Common Pleas
ohctcomplpickaw	ST	Pickaway County Court of Common Pleas
ohctcomplpike	ST	Pike County Court of Common Pleas
ohctcomplportag	ST	Portage County Court of Common Pleas
ohctcomplpreble	ST	Preble County Court of Common Pleas
ohctcomplputnam	ST	Putnam County Court of Common Pleas
ohctcomplrichla	ST	Richland County Court of Common Pleas
ohctcomplross	ST	Ross County Court of Common Pleas
ohctcomplsandus	ST	Sandusky County Court of Common Pleas
ohctcomplscioto	ST	Scioto County Court of Common Pleas
ohctcomplseneca	ST	Seneca County Court of Common Pleas
ohctcomplshelby	ST	Shelby County Court of Common Pleas
ohctcomplstark	ST	Stark County Court of Common Pleas
ohctcomplsummit	ST	Summit County Court of Common Pleas
ohctcompltascar	ST	Tascarawas County Court of Common Pleas
ohctcompltrumbu	ST	Trumbull County Court of Common Pleas
ohctcompltuscar	ST	Tuscarawas County Court of Common Pleas
ohctcomplunion	ST	Union County Court of Common Pleas
ohctcomplvanwe	ST	Van Wert County Court of Common Pleas
ohctcomplvinton	ST	Vinton County Court of Common Pleas
ohctcomplwarren	ST	Warren County Court of Common Pleas
ohctcomplwashin	ST	Washington County Court of Common Pleas
ohctcomplwayne	ST	Wayne County Court of Common Pleas
ohctcomplwillia	ST	Williams County Court of Common Pleas
ohctcomplwood	ST	Wood County Court of Common Pleas
ohctcomplwyando	ST	Wyandot County Court of Common Pleas
ohctinsolv	ST	Ohio County Court of Insovency
ohiocirct	ST	Ohio Circuit Courts
ohiocountyct	ST	Ohio County Court
ohioctcompl	ST	Court Of Common Pleas Of Ohio
ohioctnp	ST	Ohio Court of Nisi Prius
ohioctyctashtab	ST	Ashtabula County Courts, Ohio
ohioctyctbelmon	ST	Belmont County Courts, Ohio
ohioctyctbrown	ST	Brown County Courts, Ohio
ohioctyctbutler	ST	Butler County Courts, Ohio
ohioctyctclark	ST	Clark County Court, Ohio
ohioctyctcolum	ST	Columbiana County Courts, Ohio
ohioctyctcosh	ST	Coshocton County Court, Ohio
ohioctyctfrank	ST	Franklin County Courts, Ohio
ohioctyctharris	ST	Harrison County Court, Ohio
ohioctycthighla	ST	Highland County Court, Ohio
ohioctyctmahoni	ST	Mahoning County Courts, Ohio
ohioctyctmonroe	ST	Monroe County Court, Ohio
ohioctyctmuskin	ST	Muskingum County Court, Ohio
ohioctyctpauldi	ST	Paulding County Court, Ohio
ohioctyctperry	ST	Perry County Court, Ohio
ohioctyctpike	ST	Pike County Court, Ohio
ohioctyctstark	ST	Stark County Courts, Ohio
ohioctycttrumbu	ST	Trumbull County Courts, Ohio
ohiopuc	ST	Ohio Public Utilities Commission
ohiosuperct	ST	Ohio Superior Court
ohjuvct	ST	Ohio Juvenile Court
ohjuvctallen	ST	Allen County Juvenile Court
ohjuvctcolumbia	ST	Columbiana County Juvenile Court
ohjuvctcuyahoga	ST	Cuyahoga County Juvenile Court
ohjuvctgreene	ST	Greene County Juvenile Court
ohjuvcthamilton	ST	Hamilton County Juvenile Court
ohjuvcthuron	ST	Huron County Juvenile Court
ohjuvctlicking	ST	Licking County Juvenile Court
ohjuvctlucas	ST	Lucas County Juvenile Court
ohjuvctmarion	ST	Marion County Juvenile Court
ohjuvctmuskingu	ST	Muskingum County Juvenile Court
ohjuvctnoble	ST	Noble County Juvenile Court
ohjuvctpreble	ST	Preble County Juvenile Court
ohjuvcttuscaraw	ST	Tuscarawas County Juvenile Court
ohjuvctwarren	ST	Warren County Juvenile Court
ohjuvctwayne	ST	Wayne County Juvenile Court
ohmayorct	ST	Ohio Police Court
ohmayorctcinci	ST	Cincinnati Police Court
ohmayorctclev	ST	Cleveland Police Court
ohmayorctcolum	ST	Columbus Police Court
ohmunict	ST	Municipal Courts of Ohio
ohmunictakron	ST	Akron Municipal Court
ohmunictashland	ST	Ashland Municipal Court
ohmunictashtabu	ST	Ashtabula Municipal Court
ohmunictathens	ST	Athens County Municipal Court
ohmunictauglaiz	ST	Auglaize County Municipal Court
ohmunictavonlak	ST	Avon Lake Municipal Court
ohmunictbarbert	ST	Barberton Municipal Court
ohmunictbedford	ST	Bedford Municipal Court
ohmunictbellefo	ST	Bellefontaine Municipal Court
ohmunictberea	ST	Berea Municipal Court
ohmunictbowling	ST	Bowling Green County Municipal Court
ohmunictcanton	ST	Canton Municipal Court
ohmunictcelina	ST	Celina Municipal Court
ohmunictchardon	ST	Chardon Municipal Court
ohmunictchillic	ST	Chillicothe Municipal Court
ohmunictcincinn	ST	Cincinnati Municipal Court
ohmunictcirclev	ST	Circleville Municipal Court
ohmunictclark	ST	Clark County Municipal Court
ohmunictclermon	ST	Clermont County Municipal Court
ohmunictclevela	ST	City of Cleveland Municipal Court
ohmunictcolumbu	ST	City of Columbus Municipal Court
ohmunictcrawfor	ST	Crawford County Municipal Court
ohmunictcuyahog	ST	Cuyahoga County Municipal Court
ohmunictcuyfall	ST	Cuyahoga Falls Municipal Court
ohmunictdarke	ST	Darke County Municipal Court
ohmunictdayton	ST	City of Dayton Municipal Court
ohmunicteastliv	ST	East Liverpool Municipal Court
ohmunictelyria	ST	Elyria Municipal Court
ohmunicteuclid	ST	Euclid Municipal Court
ohmunicteuclidc	ST	Euclid City Municipal Court
ohmunictfindlay	ST	Findlay Municipal Court
ohmunictfostori	ST	Fostoria Municipal Court
ohmunictfrankli	ST	Franklin County Municipal Court
ohmunictfremont	ST	Fremont Municipal Court
ohmunictgallipo	ST	Gallipolis Municipal Court
ohmunictgirard	ST	Girard Municipal Court
ohmunicthamilto	ST	Hamilton County Municipal Court
ohmunicthighlan	ST	Highland County Municipal Court
ohmunicthocking	ST	Hocking County Municipal Court
ohmunictketteri	ST	Kettering Municipal Court
ohmunictlakewoo	ST	Lakewood Municipal Court
ohmunictlancast	ST	Lancaster Municipal Court
ohmunictlawrenc	ST	Lawrence County Municipal Court
ohmunictlicking	ST	Licking County Municipal Court
ohmunictlima	ST	Lima Municipal Court
ohmunictlorain	ST	Lorain Municipal Court
ohmunictlucas	ST	Lucas County Municipal Court
ohmunictmansfie	ST	Mansfield Municipal Court
ohmunictmarion	ST	Marion County Municipal Court
ohmunictmarysvi	ST	Marysville Municipal Court
ohmunictmassill	ST	Massillon Municipal Court
ohmunictmaumee	ST	Maumee Municipal Court
ohmunictmedina	ST	Medina Municipal Court
ohmunictmiamisb	ST	Miamisburg Municipal Court
ohmunictmiddlet	ST	Middletown Municipal Court
ohmunictmorrow	ST	Morrow County Municipal Court
ohmunictnewphil	ST	New Philadelphia Municipal Court
ohmunictnewtonf	ST	Newton Falls Municipal Court
ohmunictoberlin	ST	Oberlin Municipal Court
ohmunictparma	ST	Parma Municipal Court
ohmunictperrysb	ST	Perrysburg Municipal Court
ohmunictpiqua	ST	Piqua Municipal Court
ohmunictportage	ST	Portage County Municipal Court
ohmunictportcli	ST	Port Clinton Municipal Court
ohmunictportsmo	ST	Portsmouth Municipal Court
ohmunictravenna	ST	Ravenna Municipal Court
ohmunictrockyri	ST	Rocky River Municipal Court
ohmunictshakerh	ST	Shaker Heights Municipal Court
ohmunictsidney	ST	Sidney Municipal Court
ohmunictsoutheu	ST	South Euclid Municipal Court
ohmunictspringf	ST	Springfield Municipal Court
ohmunictstruthe	ST	Struthers Municipal Court
ohmunictsummit	ST	Summit County Municipal Court
ohmunictsylvani	ST	Sylvania Municipal Court
ohmunicttiffin	ST	Tiffin Municipal Court
ohmunicttoledo	ST	Toledo Municipal Court
ohmunicttrumbul	ST	Trumbull County Municipal Court
ohmunictuppersa	ST	Upper Sandusky Municipal Court
ohmunictvandali	ST	Municipal Court of Vandalia
ohmunictvanwert	ST	Van Wert County Municipal Court
ohmunictwadswor	ST	Wadsworth Municipal Court
ohmunictwarren	ST	Warren County Municipal Court
ohmunictwayne	ST	Wayne County Municipal Court
ohmunictwilloug	ST	Willoughby Municipal Court
ohmunictxenia	ST	Xenia Municipal Court
ohmunictzanesvi	ST	Zanesville Municipal Court
ohprobct	ST	Ohio Probate Court
ohprobctallen	ST	Allen County Probate Court
ohprobctashtabu	ST	Ashtabula County Probate Court
ohprobctauglaiz	ST	Auglaize County Probate Court
ohprobctbelmont	ST	Belmont County Probate Court
ohprobctbutler	ST	Butler County Probate Court
ohprobctchampai	ST	Champaign County Probate Court
ohprobctclark	ST	Clark County Probate Court
ohprobctclarke	ST	Clarke County Probate Court
ohprobctclermon	ST	Clermont County Probate Court
ohprobctclinton	ST	Clinton County Probate Court
ohprobctcolumbi	ST	Columbiana County Probate Court
ohprobctcuyahog	ST	Cuyahoga County Probate Court
ohprobctdarke	ST	Darke County Probate Court
ohprobcterie	ST	Erie County Probate Court
ohprobctfairfie	ST	Fairfield County Probate Court
ohprobctfayette	ST	Fayette County Probate Court
ohprobctfrankli	ST	Ohio Probate Court of Franklin County
ohprobctfulton	ST	Fulton County Probate Court
ohprobctgeauga	ST	Geauga County Probate Court
ohprobctgreene	ST	Greene County Probate Court
ohprobcthamilto	ST	Hamilton County Probate Court
ohprobcthancock	ST	Hancock County Probate Court
ohprobcthardin	ST	Hardin County Probate Court
ohprobctharriso	ST	Harrison County Probate Court
ohprobcthenry	ST	Henry County Probate Court
ohprobcthighlan	ST	Highland County Probate Court
ohprobcthuron	ST	Huron County Probate Court
ohprobctjackson	ST	Jackson County Probate Court
ohprobctjeffers	ST	Jefferson County Probate Court
ohprobctknox	ST	Knox County Probate Court
ohprobctlake	ST	Lake County Probate Court
ohprobctlicking	ST	Licking County Probate Court
ohprobctlorain	ST	Lorain County Probate Court
ohprobctlucas	ST	Lucas County Probate Court
ohprobctmadison	ST	Madison County Probate Court
ohprobctmahonin	ST	Mahoning County Probate Court
ohprobctmarion	ST	Marion County Probate Court
ohprobctmeigs	ST	Meigs County Probate Court
ohprobctmercer	ST	Mercer County Probate Court
ohprobctmiami	ST	Miami County Probate Court
ohprobctmontgom	ST	Montgomery County Probate Court
ohprobctmorgan	ST	Morgan County Probate Court
ohprobctmusking	ST	Muskingum County Probate Court
ohprobctnoble	ST	Noble County Probate Court
ohprobctperry	ST	Perry County Probate Court
ohprobctpike	ST	Pike County Probate Court
ohprobctportage	ST	Portage County Probate Court
ohprobctpreble	ST	Preble County Probate Court
ohprobctputnam	ST	Putnam County Probate Court
ohprobctross	ST	Ross County Probate Court
ohprobctsandusk	ST	Sandusky County Probate Court
ohprobctscioto	ST	Scioto County Probate Court
ohprobctseneca	ST	Seneca County Probate Court
ohprobctshelby	ST	Shelby County Probate Court
ohprobctstark	ST	Stark County Probate Court
ohprobctsummit	ST	Summit County Probate Court
ohprobcttrumbul	ST	Trumbull County Probate Court
ohprobcttuscara	ST	Tuscarawas County Probate Court
ohprobctunion	ST	Union County Probate Court
ohprobctvanwer	ST	Van Wert County Probate Court
ohprobctwarren	ST	Warren County Probate Court
ohprobctwashing	ST	Washington County Probate Court
ohprobctwayne	ST	Wayne County Probate Court
ohsuperctcinci	ST	Ohio Superior Court, Cincinnati
orcc	ST	Oregon County Circuit Courts
orccbaker	ST	Baker County Circuit Court, Oregon
orccbenton	ST	Benton County Circuit Court, Oregon
orccclackamas	ST	Clackamas County Circuit Court, Oregon
orccclatsop	ST	Clatsop County Circuit Court, Oregon
orcccolumbia	ST	Columbia County Circuit Court, Oregon
orcccoos	ST	Coos County Circuit Court, Oregon
orccdeschutes	ST	Deschutes County Circuit Court, Oregon
orccdouglas	ST	Douglas County Circuit Court, Oregon
orccjackson	ST	Jackson County Circuit Court, Oregon
orccjosephine	ST	Josephine County Circuit Court, Oregon
orccklamath	ST	Klamath County Circuit Court, Oregon
orcclake	ST	Lake County Circuit Court, Oregon
orcclane	ST	Lane County Circuit Court, Oregon
orcclincoln	ST	Lincoln County Circuit Court, Oregon
orcclinn	ST	Linn County Circuit Court, Oregon
orccmalheur	ST	Malheur County Circuit Court, Oregon
orccmarion	ST	Marion County Circuit Court, Oregon
orccmorrow	ST	Morrow County Circuit Court, Oregon
orccmultnomah	ST	Multnomah County Circuit Court, Oregon
orccpolk	ST	Polk County Circuit Court, Oregon
orcctillamook	ST	Tillamook County Circuit Court, Oregon
orccumatilla	ST	Umatilla County Circuit Court, Oregon
orccunion	ST	Union County Circuit Court, Oregon
orccwasco	ST	Wasco County Circuit Court, Oregon
orccwashington	ST	Washington County Circuit Court, Oregon
orccyamhill	ST	Yamhill County Circuit Court, Oregon
pactcompl	ST	Pennsylvania Court of Common Pleas
pactcompladams	ST	Pennsylvania Court of Common Pleas, Adams County
pactcomplallegh	ST	Pennsylvania Court of Common Pleas, Alleghany County
pactcomplarmstr	ST	Pennsylvania Court of Common Pleas, Armstrong County
pactcomplbeaver	ST	Pennsylvania Court of Common Pleas, Beaver County
pactcomplbedfor	ST	Pennsylvania Court of Common Pleas, Bedford County
pactcomplberks	ST	Pennsylvania Court of Common Pleas, Berks County
pactcomplblair	ST	Pennsylvania Court of Common Pleas, Blair County
pactcomplbradfo	ST	Pennsylvania Court of Common Pleas, Bradford County
pactcomplbucks	ST	Pennsylvania Court of Common Pleas, Bucks County
pactcomplbutler	ST	Pennsylvania Court of Common Pleas, Butler County
pactcomplcambri	ST	Pennsylvania Court of Common Pleas, Cambria County
pactcomplcamero	ST	Pennsylvania Court of Common Pleas, Cameron County
pactcomplcarbon	ST	Pennsylvania Court of Common Pleas, Carbon County
pactcomplcentre	ST	Pennsylvania Court of Common Pleas, Centre County
pactcomplcheste	ST	Pennsylvania Court of Common Pleas, Chester County
pactcomplclario	ST	Pennsylvania Court of Common Pleas, Clarion County
pactcomplclearf	ST	Pennsylvania Court of Common Pleas, Clearfield County
pactcomplclinto	ST	Pennsylvania Court of Common Pleas, Clinton County
pactcomplcolumb	ST	Pennsylvania Court of Common Pleas, Columbia County
pactcomplcrawfo	ST	Pennsylvania Court of Common Pleas, Crawford County
pactcomplcumber	ST	Pennsylvania Court of Common Pleas, Cumberland County
pactcompldauphi	ST	Pennsylvania Court of Common Pleas, Dauphin County
pactcompldelawa	ST	Pennsylvania Court of Common Pleas, Delaware County
pactcomplelk	ST	Pennsylvania Court of Common Pleas, Elk County
pactcomplerie	ST	Pennsylvania Court of Common Pleas, Erie County
pactcomplfayett	ST	Pennsylvania Court of Common Pleas, Fayette County
pactcomplforest	ST	Pennsylvania Court of Common Pleas, Forest County
pactcomplfrankl	ST	Pennsylvania Court of Common Pleas, Franklin County
pactcomplfulton	ST	Pennsylvania Court of Common Pleas, Fulton County
pactcomplgreen	ST	Pennsylvania Court of Common Pleas, Green County
pactcomplgreene	ST	Pennsylvania Court of Common Pleas, Greene County
pactcomplharris	ST	Pennsylvania Court of Common Pleas, Harrisburg County
pactcomplhuntin	ST	Pennsylvania Court of Common Pleas, Huntingdon County
pactcomplindian	ST	Pennsylvania Court of Common Pleas, Indiana County
pactcompljeffer	ST	Pennsylvania Court of Common Pleas, Jefferson County
pactcompljuniat	ST	Pennsylvania Court of Common Pleas, Juniata County
pactcompllackaw	ST	Pennsylvania Court of Common Pleas, Lackawanna County
pactcompllancas	ST	Pennsylvania Court of Common Pleas, Lancaster County
pactcompllawren	ST	Pennsylvania Court of Common Pleas, Lawrence County
pactcompllebano	ST	Pennsylvania Court of Common Pleas, Lebanon County
pactcompllehigh	ST	Pennsylvania Court of Common Pleas, Lehigh County
pactcomplluzern	ST	Pennsylvania Court of Common Pleas, Luzerne County
pactcompllycomi	ST	Pennsylvania Court of Common Pleas, Lycoming County
pactcomplmckean	ST	Pennsylvania Court of Common Pleas, McKean County
pactcomplmercer	ST	Pennsylvania Court of Common Pleas, Mercer County
pactcomplmiffli	ST	Pennsylvania Court of Common Pleas, Mifflin County
pactcomplmonroe	ST	Pennsylvania Court of Common Pleas, Monroe County
pactcomplmontgo	ST	Pennsylvania Court of Common Pleas, Montgomery County
pactcomplmontou	ST	Pennsylvania Court of Common Pleas, Montour County
pactcomplnortha	ST	Pennsylvania Court of Common Pleas, Northampton County
pactcomplnorthu	ST	Pennsylvania Court of Common Pleas, Northumberland County
pactcomplperry	ST	Pennsylvania Court of Common Pleas, Perry County
pactcomplphilad	ST	Pennsylvania Court of Common Pleas, Philadelphia County
pactcomplpike	ST	Pennsylvania Court of Common Pleas, Pike County
pactcomplpotter	ST	Pennsylvania Court of Common Pleas, Potter County
pactcomplschuyl	ST	Pennsylvania Court of Common Pleas, Schuylkill County
pactcomplsnyder	ST	Pennsylvania Court of Common Pleas, Snyder County
pactcomplsomers	ST	Pennsylvania Court of Common Pleas, Somerset County
pactcomplsulliv	ST	Pennsylvania Court of Common Pleas, Sullivan County
pactcomplsunder	ST	Pennsylvania Court of Common Pleas, Sunder County
pactcomplsusque	ST	Pennsylvania Court of Common Pleas, Susquehanna County
pactcomplsynder	ST	Pennsylvania Court of Common Pleas, Synder County
pactcompltioga	ST	Pennsylvania Court of Common Pleas, Tioga County
pactcomplunion	ST	Pennsylvania Court of Common Pleas, Union County
pactcomplvenang	ST	Pennsylvania Court of Common Pleas, Venango County
pactcomplwarren	ST	Pennsylvania Court of Common Pleas, Warren County
pactcomplwashin	ST	Pennsylvania Court of Common Pleas, Washington County
pactcomplwayne	ST	Pennsylvania Court of Common Pleas, Wayne County
pactcomplwestmo	ST	Pennsylvania Court of Common Pleas, Westmoreland County
pactcomplwycomi	ST	Pennsylvania Court of Common Pleas, Wycoming County
pactcomplwyomin	ST	Pennsylvania Court of Common Pleas, Wyoming County
pactcomplyork	ST	Pennsylvania Court of Common Pleas, York County
pajuvctcambria	ST	Cambria County of Juvenile Court
pajuvctdel	ST	Delaware County Juvenile Court
pamunict	ST	Pennsylvania Municipal Court
pamunictphila	ST	Pennylvania Municipal Court, Philadelphia County
paorphct	ST	Pennsylvania Orphans' Court
paorphctadams	ST	Pennsylvania Orphans' Court, Adams County
paorphctallegh	ST	Pennsylvania Orphans' Court, Allegheny County
paorphctarmstr	ST	Pennsylvania Orphans' Court, Armstrong County
paorphctbeaver	ST	Pennsylvania Orphans' Court, Beaver County
paorphctbedfor	ST	Pennsylvania Orphans' Court, Bedford County
paorphctberks	ST	Pennsylvania Orphans' Court, Berks County
paorphctblair	ST	Pennsylvania Orphans' Court, Blair County
paorphctbradfo	ST	Pennsylvania Orphans' Court, Bradford County
paorphctbucks	ST	Pennsylvania Orphans' Court, Bucks County
paorphctbutler	ST	Pennsylvania Orphans' Court, Butler County
paorphctcambri	ST	Pennsylvania Orphans' Court, Cambria County
paorphctcamero	ST	Pennsylvania Orphans' Court, Cameron County
paorphctcarbon	ST	Pennsylvania Orphans' Court, Carbon County
paorphctcentre	ST	Pennsylvania Orphans' Court, Centre County
paorphctcheste	ST	Pennsylvania Orphans' Court, Chester County
paorphctclario	ST	Pennsylvania Orphans' Court, Clarion County
paorphctclearf	ST	Pennsylvania Orphans' Court, Clearfield County
paorphctclinto	ST	Pennsylvania Orphans' Court, Clinton County
paorphctcolumb	ST	Pennsylvania Orphans' Court, Columbia County
paorphctcrawfo	ST	Pennsylvania Orphans' Court, Crawford County
paorphctcumber	ST	Pennsylvania Orphans' Court, Cumberland County
paorphctdauphi	ST	Pennsylvania Orphans' Court, Dauphin County
paorphctdelawa	ST	Pennsylvania Orphans' Court, Delaware County
paorphctelk	ST	Pennsylvania Orphans' Court, Elk County
paorphcterie	ST	Pennsylvania Orphans' Court, Erie County
paorphctfayett	ST	Pennsylvania Orphans' Court, Fayette County
paorphctforest	ST	Pennsylvania Orphans' Court, Forest County
paorphctfrankl	ST	Pennsylvania Orphans' Court, Franklin County
paorphctfulton	ST	Pennsylvania Orphans' Court, Fulton County
paorphctgreene	ST	Pennsylvania Orphans' Court, Greene County
paorphcthuntin	ST	Pennsylvania Orphans' Court, Huntingdon County
paorphctindian	ST	Pennsylvania Orphans' Court, Indiana County
paorphctjeffer	ST	Pennsylvania Orphans' Court, Jefferson County
paorphctjuniat	ST	Pennsylvania Orphans' Court, Juniata County
paorphctlackaw	ST	Pennsylvania Orphans' Court, Lackawanna County
paorphctlancas	ST	Pennsylvania Orphans' Court, Lancaster County
paorphctlawren	ST	Pennsylvania Orphans' Court, Lawrence County
paorphctlebano	ST	Pennsylvania Orphans' Court, Lebanon County
paorphctlehigh	ST	Pennsylvania Orphans' Court, Lehigh County
paorphctluzern	ST	Pennsylvania Orphans' Court, Luzerne County
paorphctlycomi	ST	Pennsylvania Orphans' Court, Lycoming County
paorphctmercer	ST	Pennsylvania Orphans' Court, Mercer County
paorphctmiffli	ST	Pennsylvania Orphans' Court, Mifflin County
paorphctmongto	ST	Pennsylvania Orphans' Court, Mongtomery County
paorphctmonroe	ST	Pennsylvania Orphans' Court, Monroe County
paorphctmontgo	ST	Pennsylvania Orphans' Court, Montgomery County
paorphctmontou	ST	Pennsylvania Orphans' Court, Montour County
paorphctnortha	ST	Pennsylvania Orphans' Court, Northampton County
paorphctnorthu	ST	Pennsylvania Orphans' Court, Northumberland County
paorphctperry	ST	Pennsylvania Orphans' Court, Perry County
paorphctphilad	ST	Pennsylvania Orphans' Court, Philadelphia County
paorphctpike	ST	Pennsylvania Orphans' Court, Pike County
paorphctschuyl	ST	Pennsylvania Orphans' Court, Schuylkill County
paorphctsnyder	ST	Pennsylvania Orphans' Court, Snyder County
paorphctsomers	ST	Pennsylvania Orphans' Court, Somerset County
paorphctsulliv	ST	Pennsylvania Orphans' Court, Sullivan County
paorphctsusque	ST	Pennsylvania Orphans' Court, Susquehanna County
paorphcttioga	ST	Pennsylvania Orphans' Court, Tioga County
paorphctunion	ST	Pennsylvania Orphans' Court, Union County
paorphctvenang	ST	Pennsylvania Orphans' Court, Venango County
paorphctwarren	ST	Pennsylvania Orphans' Court, Warren County
paorphctwashin	ST	Pennsylvania Orphans' Court, Washington County
paorphctwayne	ST	Pennsylvania Orphans' Court, Wayne County
paorphctwestmo	ST	Pennsylvania Orphans' Court, Westmoreland County
paorphctwyomin	ST	Pennsylvania Orphans' Court, Wyoming County
paorphctyork	ST	York County Orphans' Court
paoytermct	ST	Pennsylvania Court of Oyer and Terminer
paoytermctadams	ST	Adams County Court of Oyer and Terminer
paoytermctalleg	ST	Allegheny County Court of Oyer and Terminer
paoytermctbeave	ST	Beaver County Court of Oyer and Terminer
paoytermctberks	ST	Berks County Court of Oyer and Terminer
paoytermctbucks	ST	Bucks County Court of Oyer and Terminer
paoytermctcambr	ST	Cambria County Court of Oyer and Terminer
paoytermctcarbo	ST	Carbon County Court of Oyer and Terminer
paoytermctchest	ST	Chester County Court of Oyer and Terminer
paoytermctclari	ST	Clarion County Court of Oyer and Terminer
paoytermctcolum	ST	Columbia County Court of Oyer and Terminer
paoytermctcumbe	ST	Cumberland County Court of Oyer and Terminer
paoytermctdauph	ST	Dauphin County Court of Oyer and Terminer
paoytermctdelaw	ST	Delaware County Court of Oyer and Terminer
paoytermcterie	ST	Erie County Court of Oyer and Terminer
paoytermctfayet	ST	Fayette County Court of Oyer and Terminer
paoytermctfrank	ST	Franklin County Court of Oyer and Terminer
paoytermctfulto	ST	Fulton County Court of Oyer and Terminer
paoytermctgreen	ST	Greene County Court of Oyer and Terminer
paoytermctjeffe	ST	Jefferson County Court of Oyer and Terminer
paoytermctjunia	ST	Juniata County Court of Oyer and Terminer
paoytermctlacka	ST	Lackawanna County Court of Oyer and Terminer
paoytermctlanca	ST	Lancaster County Court of Oyer and Terminer
paoytermctlawre	ST	Lawrence County Court of Oyer and Terminer
paoytermctleban	ST	Lebanon County Court of Oyer and Terminer
